gene_id	gene_name	GM12878_REP1	GM12878_REP2	H1_REP1	H1_REP2	K562_REP1	K562_REP2	MCF7_REP1	MCF7_REP2
ENSG00000171060	C8orf74	0	0	0	0	0	0	0	0
ENSG00000171067	C11orf24	4100	4514.002	6037.001	6267.001	2840	3862	1784	2458.001
ENSG00000171084	FAM86JP	246	206.077	129.957	166.844	73	110	333.166	399
ENSG00000171094	ALK	0	0	4	18	0	0	4	3
ENSG00000171097	CCBL1	1156	1055.999	4950	4859	1364.999	1595	477.001	565
ENSG00000171100	MTM1	982.001	844	493.999	260	1319	1709	1746	1825
ENSG00000171101	SIGLEC17P	46	36	0	0	14	26	0	0
ENSG00000171102	OBP2B	0	0	0	0	0	0	0	0
ENSG00000171103	TRMT61B	831	755	1085.999	711.999	1247	1190	1756.999	1706.999
ENSG00000171105	INSR	3186	3356.001	6281	6108.002	71	70	2304	2478
ENSG00000171109	MFN1	5762.999	4817.999	2273.001	1351	3484.001	3926	8480.998	7621
ENSG00000171115	GIMAP8	1153	1370	0	0	0	0	1	1
ENSG00000171116	HSFX1	13	21	0	92	0	3	0	76
ENSG00000171119	NRTN	0	12	278	332	165	129	19	24
ENSG00000171121	KCNMB3	163.661	109	164.482	107.095	694.061	1183.574	655.501	725.391
ENSG00000171124	FUT3	3	9	21.44	18	0	1	9.124	7.228
ENSG00000171126	KCNG3	3	0	2061	1754	0	0	131	95
ENSG00000171129	HSFX2	0	0	61	0	0	0	79	0
ENSG00000171130	ATP6V0E2	2305.001	2612.001	3173.001	4151	872.001	908	1602.999	2419
ENSG00000171132	PRKCE	1978	1843	194	155	22	38	2046.999	2018.999
ENSG00000171133	OR2K2	0	0	0	0	0	0	5	0
ENSG00000171135	JAGN1	2543	2653	4531	3284	3413	3947	3308	3202
ENSG00000171136	RLN3	1	3	0	0	7	23	0	0
ENSG00000171148	TADA3	5811	6720.001	6298.001	6310.999	8257	11220	4517.001	5710.999
ENSG00000171150	SOCS5	715	622	2311	1270	1137	1241	2212	1683
ENSG00000171155	C1GALT1C1	1156	1024	1161	522	951	1199	4320	4556
ENSG00000171159	C9orf16	4436	4243.999	5308	6936	5415.001	7565	1242	1737
ENSG00000171160	MORN4	171	159	2598.999	2047	1589.999	1590	820	873
ENSG00000171161	ZNF672	5332	6105	7801	6788.999	5083.999	6408	1558.001	1957.999
ENSG00000171163	ZNF692	3968	4393	3780.001	3713.999	7174	8560.999	1605	2047.001
ENSG00000171169	NAIF1	864	926	1324	1417	1774	2245	637	910.999
ENSG00000171174	RBKS	132.001	51	184	127	30	22	199	205.999
ENSG00000171180	OR2M4	0	0	0	0	0	0	0	0
ENSG00000171189	GRIK1	0	0	12	22	27	93	0	0
ENSG00000171195	MUC7	0	0	0	0	0	0	1	0
ENSG00000171199	PROL1	0	6	0	0	0	0	0	0
ENSG00000171201	SMR3B	0	0	0	0	0	0	0	1
ENSG00000171202	TMEM126A	1256	1019	1733.001	611	1307	1208	1141	1109
ENSG00000171204	TMEM126B	2236.001	1628	3887.001	1807.999	5377.999	6352	5406.001	5126
ENSG00000171206	TRIM8	2953	3651	3358.999	3941.001	1288	1933	2977	4000.001
ENSG00000171208	NETO2	3330	3045	1751	625	2505.001	2357	4936.001	5353
ENSG00000171209	CSN3	0	0	0	0	0	0	0	0
ENSG00000171217	CLDN20	0	0	1	0	0	0	0	0
ENSG00000171219	CDC42BPG	126	167	1477	2154	1873	2318	3449	4470
ENSG00000171222	SCAND1	1629	2108	5161	8095	1698	1953	324	618
ENSG00000171223	JUNB	11596	12450	1154	1389	6679	8169	3669	4889
ENSG00000171224	C10orf35	9	18	1733	1368.999	373	518	844	998
ENSG00000171227	TMEM37	12	8	1482	1333.001	22	40	115	168
ENSG00000171234	UGT2B7	33	17	1	0	0	0	6	1
ENSG00000171236	LRG1	125	227	151	106	1610	1931	8	20
ENSG00000171241	SHCBP1	4130.999	3957.001	1074	624	2345	2816	5048	6259.999
ENSG00000171243	SOSTDC1	0	5	94	34	781	965	1	0
ENSG00000171246	NPTX1	1	0	6020	10230	0	0	206	312
ENSG00000171262	FAM98B	3582	3163	1705	778	3258	4459.999	3668	3051.001
ENSG00000171282	RP11-1055B8.7	9	11	73	180	2302	2954	750	1305
ENSG00000171291	ZNF439	168.026	193	13	6	0	0	6.001	1
ENSG00000171295	ZNF440	596.073	520	202.353	103	1426.999	2069	1116.117	1051.001
ENSG00000171298	GAA	761.001	833.999	2539.001	4287	228	304	1705	2269
ENSG00000171302	CANT1	2973.001	2972	3785.002	3980	2630	3970	5657	7622
ENSG00000171303	KCNK3	0	0	48	46	21	0	10	9
ENSG00000171307	ZDHHC16	1912.999	2033	8456.999	7924.002	1340.998	1580.999	3170	3514
ENSG00000171310	CHST11	3163	3297	2405	1987	2770	3731	288	495
ENSG00000171311	EXOSC1	2367.001	2399	2859.999	2202.999	2043	2608.001	1775.999	1828.001
ENSG00000171314	PGAM1	61425.384	60977.144	83952.137	74207.278	19922.645	23769.354	21901.402	29404.602
ENSG00000171316	CHD7	6283	6183.999	8703.999	7151	3966	6471	8850.001	9232
ENSG00000171320	ESCO2	2455	2123	751	334	1565	2103	2750.999	2867
ENSG00000171345	KRT19	2	0	9696	13081.999	4140	6723	46290.987	86721.967
ENSG00000171346	KRT15	7	0	8	15	66	38	893.343	1267.188
ENSG00000171357	LURAP1	41	16	560	635	90	47	9	12
ENSG00000171360	KRT38	0	4	0	0	0	0	0	2
ENSG00000171365	CLCN5	1140	868	2189	1809	1895	2198	1345	1338
ENSG00000171368	TPPP	19	2	123	257	0	1	69	45
ENSG00000171385	KCND3	0	0	41	46	0	0	110	150
ENSG00000171388	APLN	0	0	380	296	0	7	9	16
ENSG00000171396	KRTAP4-4	0	0	0	1	0	0	0	0
ENSG00000171401	KRT13	0	0	7	3	0	25	1431.657	2181.826
ENSG00000171402	XAGE3	0	0	0	0	0	0	1	0
ENSG00000171403	KRT9	0	0	0	0	0	0	25	18
ENSG00000171405	XAGE5	0	0	0	0	0	0	0	0
ENSG00000171408	PDE7B	0	0	2	0	0	0	54	38
ENSG00000171421	MRPL36	3646	3421	2063	1816.001	3439	4413	1456.001	1716
ENSG00000171425	ZNF581	2041.143	2270.177	5277.999	5930	1051	1324.725	496	586.197
ENSG00000171428	NAT1	614	569	377.999	152	593.999	572	1170	1245.003
ENSG00000171431	KRT20	0	0	0	0	0	0	36	42
ENSG00000171433	GLOD5	0	0	6	6	33	67	14	24
ENSG00000171435	KSR2	11	13	803	627	0	0	1690	1871
ENSG00000171443	ZNF524	638	690	308	366	597	697	108	155
ENSG00000171444	MCC	30	31	1644	1238	27	19	1848	1730.001
ENSG00000171446	KRT27	0	0	0	0	0	2	0	0
ENSG00000171448	ZBTB26	1478	1060	1533	788	1981	2339	5292	4609
ENSG00000171450	CDK5R2	0	0	26	22	0	0	14	8
ENSG00000171451	DSEL	0	0	2072	1092	0	5	152	138
ENSG00000171453	POLR1C	2713	2589.001	2880	1775.001	5978	6653	3798	3871
ENSG00000171456	ASXL1	9990	10254.001	3499	2543	6226.001	8226.999	8275	7430
ENSG00000171459	OR1L6	0	0	0	0	0	0	0	0
ENSG00000171462	DLK2	33	19	65	108.999	40	36	43	36
ENSG00000171466	ZNF562	1130.001	1172	39	22	2834.001	3356.727	2493.499	2518
ENSG00000171467	ZNF318	5369	5335.999	3569.08	2705.377	3002.001	4386	4997	4631
ENSG00000171469	ZNF561	1435.999	1425.001	4590	2457.999	1501.001	1545.001	3447.501	2699.001
ENSG00000171471	MAP1LC3B2	1.003	1.01	6.323	0	15.189	12.633	50.919	28.264
ENSG00000171475	WIPF2	2020	2213.999	2150	1830	1841	2412	3244.999	2810.001
ENSG00000171476	HOPX	0	18	0	0	0	0	0	4
ENSG00000171478	SPACA5B	0	0	0	0	0	0	0	0
ENSG00000171481	OR1L3	0	0	0	0	0	0	0	0
ENSG00000171483	SSX6	0	1	1	0	100.341	229.708	0	0
ENSG00000171484	OR1B1	0	0	0	1	0	0	0	2
ENSG00000171487	NLRP5	0	0	0	0	0	14	4	3
ENSG00000171488	LRRC8C	2618	2169	493.646	337	989	1187	666	548
ENSG00000171489	SPACA5	0	1	5	1	0	0	2	1
ENSG00000171490	RSL1D1	14191	12382	4571	2588.001	18591	25852	20643.001	18693.999
ENSG00000171492	LRRC8D	3518	3334.999	5056.498	3287	2273.999	3143	3076	3112.001
ENSG00000171495	MROH2B	0	0	0	0	0	0	0	1
ENSG00000171496	OR1L8	0	0	1	0	0	0	0	0
ENSG00000171497	PPID	2610	2132	2204	2219	6259	7408	2475	2456
ENSG00000171501	OR1N2	0	0	0	0	0	0	0	0
ENSG00000171502	COL24A1	919	845	87	43	19	7	36	16
ENSG00000171503	ETFDH	1408	1329	868	528.999	1930	2308	1494	1330
ENSG00000171505	OR1N1	0	0	0	0	0	0	1	0
ENSG00000171509	RXFP1	0	2	20	12.999	0	2	0	0
ENSG00000171517	LPAR3	12	6	2168	1651	0	0	32	9
ENSG00000171522	PTGER4	69	95	131	190	0	0	745	521
ENSG00000171530	TBCA	8181	7365	1610.001	982	12454	15495	11258.992	11068.999
ENSG00000171532	NEUROD2	0	0	2	2	0	0	0	0
ENSG00000171533	MAP6	22	9	193	114	0	0	203	172.999
ENSG00000171540	OTP	389	523	4	0	5	9	21	11
ENSG00000171551	ECEL1	0	0	2941	3104.001	0	0	113	116
ENSG00000171552	BCL2L1	6669	6633	10189.001	12458	14234	16857.001	5078	5670
ENSG00000171557	FGG	0	0	1	1	0	6	0	0
ENSG00000171560	FGA	0	0	0	0	2	0	0	0
ENSG00000171561	OR2AT4	0	0	4	4	51	93	0	0
ENSG00000171564	FGB	0	1	2	0	2	0	4	1
ENSG00000171566	PLRG1	4891	4840	4815	2146	6758.002	7744.001	4441.999	4120.998
ENSG00000171570	RAB4B-EGLN2	13.017	95.054	28.647	120.943	13.357	59.727	13.305	12.99
ENSG00000171574	ZNF584	536.999	480	373	314.001	1455	2340	887	1015.999
ENSG00000171587	DSCAM	0	0	11	30	0	0	11228	16464
ENSG00000171595	DNAI2	9	6	11	24	0	0	2	0
ENSG00000171596	NMUR1	0	3	328	359	17	26	2	4
ENSG00000171603	CLSTN1	5560.999	6090.001	7710	12160.999	2191	2936	10326	11222
ENSG00000171604	CXXC5	6053.001	6423.002	8059	7295	6176.001	7890	14321	18706
ENSG00000171606	ZNF274	1540	1434.001	1910	1676	3051	4195	2845.001	3482
ENSG00000171608	PIK3CD	14623	16682	5782.181	6842	2458.001	3032	166	151
ENSG00000171611	PTCRA	45	6	1	0	0	6	0	0
ENSG00000171612	SLC25A33	1614.206	1636	2154.809	1201.115	3690.713	3813.001	933.487	985.668
ENSG00000171617	ENC1	6657	6423	1427	932	166	291	4446	2960
ENSG00000171621	SPSB1	191	111	955	991	34	2	1055	1245
ENSG00000171631	P2RY6	28	22	9	11	0	0	20	64.001
ENSG00000171634	BPTF	8001.993	7691.908	21196.118	12593.496	3739.999	6561.001	45542.235	39237.859
ENSG00000171643	S100Z	11	0	1	0	0	0	0	0
ENSG00000171649	ZIK1	285	297.999	3890.001	2301	31	24	5	3
ENSG00000171657	GPR82	54	56	0	0	0	0	0	0
ENSG00000171658	RP11-443P15.2	15	6	0	3	24	58	8	11
ENSG00000171659	GPR34	9	3	0	0	0	8	0	0
ENSG00000171671	SHANK2-AS3	0	0	0	0	0	0	2	0
ENSG00000171680	PLEKHG5	132.999	144	2906.243	4092.999	31	18	818	1127.001
ENSG00000171681	ATF7IP	3693	3513	10293.001	10042.999	1145.001	1611	6305.001	5843.999
ENSG00000171695	C20orf201	0	0	27	34	0	0	2	7
ENSG00000171700	RGS19	4028.999	4405.999	1565	1751.999	1319	1723	814	1137.999
ENSG00000171703	TCEA2	826.001	1102.999	2532.001	3452.002	310.001	418.999	1905	2611.001
ENSG00000171711	DEFB4A	0	0	0	0	0	0	0	0
ENSG00000171714	ANO5	1271	943	615	287	118	62	28	18
ENSG00000171720	HDAC3	8325.999	7875.001	12384.001	11241.999	9512.001	9980.999	6062	6610.999
ENSG00000171722	C1orf111	0	0	0	0	0	1	0	0
ENSG00000171723	GPHN	2717.001	2607	1638	942.001	763	958	3492	4176.999
ENSG00000171724	VAT1L	14	19	11404	6412	0	0	267	154
ENSG00000171729	TMEM51	401	324	1278	1158	77	129.001	700.999	875
ENSG00000171735	CAMTA1	1660	1535.999	2091	1542.999	1920.999	2381	3671.001	3330
ENSG00000171747	LGALS4	7	4	19	22	0	17	26	27.001
ENSG00000171757	LRRC34	192.999	144	461	286	0	0	0	0
ENSG00000171759	PAH	25	12	349.999	273	4	13	16	13
ENSG00000171763	SPATA5L1	1183	1353	800	951	1587	1829.001	613.999	640
ENSG00000171766	GATM	5237	4924	1628	1215	25	7	65	53
ENSG00000171772	SYCE1	0	0	0	0	0	2	0	0
ENSG00000171773	NXNL1	0	0	0	0	0	0	0	0
ENSG00000171777	RASGRP4	725.001	806	542	689.999	463.001	577.002	0	0
ENSG00000171786	NHLH1	95	148	149	159	149	185	19	17
ENSG00000171790	SLFNL1	10	25	0	1	9	5	8	13
ENSG00000171791	BCL2	4456	4124	135.999	164	94	76	200	371
ENSG00000171792	RHNO1	2993	2401	5557.998	3743	2077	2012	4292.998	4663.999
ENSG00000171793	CTPS1	6110.001	5958.001	5739	4879.001	8466.998	9092	7451.002	8801
ENSG00000171794	UTF1	0	0	40	73	0	24	0	0
ENSG00000171798	KNDC1	0	0	2735.001	3588.999	0	14	172	349
ENSG00000171804	WDR87	0	0	1	0	0	0	11	2
ENSG00000171806	METTL18	512	510	130	63	737	852	1080.001	830
ENSG00000171811	TTC40	8	0	239.001	304.001	0	0	94.999	94.001
ENSG00000171812	COL8A2	2	6	633	636	1	5	2	3
ENSG00000171813	PWWP2B	61	37	1035	1492	445	459	392	758
ENSG00000171815	PCDHB1	0	0	13	15	0	0	2	0
ENSG00000171817	ZNF540	26	21	10	0	34	47	4	13
ENSG00000171819	ANGPTL7	0	1	0	0	0	0	1	0
ENSG00000171823	FBXL14	1584	1810	1257	1241	663	714	502	630
ENSG00000171824	EXOSC10	7867	7294.999	9263.001	6009	12488.999	16868	9754	10943.999
ENSG00000171827	ZNF570	103	57.001	134	91	4	25	232.999	205
ENSG00000171840	NINJ2	640	539	43	46	114.999	136	5	0
ENSG00000171843	MLLT3	3169	2865.999	863	409.999	1	1	1474.999	1546
ENSG00000171847	FAM90A1	96	85	32.18	64.018	30	0	1	1
ENSG00000171848	RRM2	15688	15545.998	5720.916	3698.974	13494.001	17772.106	14195.992	18133
ENSG00000171853	TRAPPC12	2322	2946	2977.999	4066	2191.001	2762.001	1468.999	1976
ENSG00000171855	IFNB1	0	0	0	0	0	0	1	0
ENSG00000171858	RPS21	18643	26665.999	29408	29033	22268	26099	33098.001	34545
ENSG00000171860	C3AR1	7	8	0	0	370	564	0	0
ENSG00000171861	RNMTL1	1801	2095	866	762	1194	1690	1207	1668.001
ENSG00000171862	PTEN	9483.797	8768.308	2710.565	1681.251	2210.239	2934.129	8038.019	7854.321
ENSG00000171863	RPS7	70783.64	68078.658	34493.157	17859.467	61031.534	77031.877	38609.774	44596.903
ENSG00000171864	PRND	0	0	21	8	0	0	0	0
ENSG00000171865	RNASEH1	2386	2616	1446.995	1414.993	3711	4499.001	2471.001	2989.999
ENSG00000171867	PRNP	761	658	3849	2278.999	2621	3254.999	3527.001	2977.001
ENSG00000171872	KLF17	0	1	0	0	0	6	0	0
ENSG00000171873	ADRA1D	11	13	89	100	1	83	4	1
ENSG00000171877	FRMD5	110	93	1492.999	1166	0	0	492	474
ENSG00000171885	AQP4	0	0	170	83	0	0	0	0
ENSG00000171889	MIR31HG	0	0	7	6	0	0	0	0
ENSG00000171903	CYP4F11	0	0	0	0	0	0	829.001	943.999
ENSG00000171914	TLN2	64	96	4659	5455	14	42	1507	2356.001
ENSG00000171916	LGALS9C	52.012	108.074	3.924	6	0	0	0	0
ENSG00000171928	TVP23B	1844.581	1706.94	1274.305	556.78	901.223	1185.222	2888.966	2875.703
ENSG00000171931	FBXW10	0	0	0	0	0	0	25.107	24.792
ENSG00000171936	OR10H3	0	0	0	0	0	0	0	0
ENSG00000171940	ZNF217	10376	9694.001	5319.001	4038	4665	4651.001	47332	39750
ENSG00000171942	OR10H2	0	0	0	0	0	0	0	0
ENSG00000171943	SRGAP2C	96.453	59.514	270.82	273.313	276.331	365.508	590.939	904.251
ENSG00000171944	OR52A5	0	0	2	0	0	1	0	0
ENSG00000171951	SCG2	1	0	91	38	104	206	49	32
ENSG00000171953	ATPAF2	1395.999	1495.001	1368.001	1512	514	833	810.002	1140.999
ENSG00000171954	CYP4F22	0	3	0	2	0	0	5	19
ENSG00000171956	FOXB1	0	0	171	377	0	0	0	0
ENSG00000171960	PPIH	3655	3406.999	3246	1856.999	10681	14240	3085	4343
ENSG00000171962	LRRC48	0	2	22	7	25	20	227	200.001
ENSG00000171970	ZNF57	340	362	572.745	366	558	654	475	531
ENSG00000171984	C20orf196	745	723	324	199	230	277	119	90
ENSG00000171987	C11orf40	0	0	0	0	0	0	0	0
ENSG00000171988	JMJD1C	6810	6001	18467.999	11116	5450	8124.001	8268.999	7002.001
ENSG00000171989	LDHAL6B	0	0	1	0	0	0	0	0
ENSG00000171992	SYNPO	2918.999	2997	474	624	0	6	253	366
ENSG00000171999	OR52P2P	0	0	0	0	0	0	0	0
ENSG00000172000	ZNF556	0	0	0	0	5	7	0	0
ENSG00000172005	MAL	59	62	0	0	0	0	1	2
ENSG00000172006	ZNF554	216	151	360	350	195	157	280	258
ENSG00000172007	RAB33B	1040	822	1169	949	513	454	1598	1449
ENSG00000172009	THOP1	10154	12073.999	10086.999	12072.999	8236	11181.999	1618	2546.999
ENSG00000172014	ANKRD20A4	57.046	15.58	1.704	0	4.5	44.871	0	1.442
ENSG00000172016	REG3A	0	0	0	0	0	0	0	0
ENSG00000172020	GAP43	0	1	1189	860	0	7	0	0
ENSG00000172023	REG1B	0	0	0	0	0	0	0	0
ENSG00000172031	EPHX4	0	0	34	20	0	0	119	159
ENSG00000172037	LAMB2	18	19	17721.999	22462.001	1312	1477	9855.999	15667.999
ENSG00000172046	USP19	6408.999	6842.999	9723	10534.001	5632	6796	4951	5841.999
ENSG00000172053	QARS	18694.001	19652	33473	34914.999	12195.999	16315.999	12174.001	11825
ENSG00000172057	ORMDL3	4924	4606.999	5879.999	6764.999	2646	3060.001	1363	1513
ENSG00000172058	SERF1A	39.559	45.196	124.467	57.541	7.281	45.215	69.228	41.098
ENSG00000172059	KLF11	26	23	2647	1966	1104	1442	2862	2373
ENSG00000172061	LRRC15	0	0	56	48	0	0	17	36
ENSG00000172062	SMN1	4777.177	3801.361	1921.867	1822.623	6822.634	10263.755	5029.698	3995.165
ENSG00000172071	EIF2AK3	3394.999	3251	1631.999	808	880	778	3452.999	3339
ENSG00000172073	TEX37	0	6	16	13	0	0	3	0
ENSG00000172081	MOB3A	15341.999	17089.001	2073.001	1903	1249	1651	976	1251
ENSG00000172086	KRCC1	804	649	530	184	226	188	3533	2949
ENSG00000172113	NME6	1661	1535.001	899.999	885.999	1559	1841.999	1254.002	1443
ENSG00000172115	CYCS	21577	20410.001	8136.894	3482	38070	37678	10480	11002
ENSG00000172116	CD8B	0	0	49	33	0	0	0	0
ENSG00000172123	SLFN12	1097.001	639.999	163	93.001	9	0	0	0
ENSG00000172137	CALB2	0	0	226	235	0	0	2	11
ENSG00000172139	SLC9C1	0	0	9.001	6	0	0	0	0
ENSG00000172146	OR1A1	0	0	0	0	0	0	0	0
ENSG00000172148	AC005255.6	0	0	0	0	0	0	0	0
ENSG00000172150	OR1A2	0	0	0	0	0	0	0	0
ENSG00000172154	OR8I2	0	0	0	0	0	0	0	0
ENSG00000172155	LCE1D	0	0	0	0	0	0	0	0
ENSG00000172156	CCL11	0	0	0	0	0	0	0	0
ENSG00000172159	FRMD3	44	26	56	60	43	40	187	382
ENSG00000172164	SNTB1	75	146	1706	1276.999	0	0	274	226
ENSG00000172167	MTBP	930	812	590	329	1645.001	1824	1564	1639
ENSG00000172171	TEFM	754	658	506.999	204	1198.999	1180	538	554.999
ENSG00000172172	MRPL13	3754.001	2886	2908	1193.001	4731.001	6905.001	3376	3849
ENSG00000172175	MALT1	6985.001	6074	2130	1039.999	58	36	2193.999	1678
ENSG00000172179	PRL	1229	1265	0	0	0	0	0	0
ENSG00000172183	ISG20	4314	5566	254.999	246.999	27	58.999	327.001	386
ENSG00000172186	HMGN1P35	0	0	0	0	0	0	0	0
ENSG00000172188	OR4C11	0	0	0	0	0	0	0	0
ENSG00000172197	MBOAT1	1753	1471	899	714	1070	1314	2308	2808
ENSG00000172199	OR8U1	0	0	0	0	0	0	0	0
ENSG00000172201	ID4	0	0	392	693	0	0	643	661
ENSG00000172208	OR4X2	0	0	0	0	0	0	0	0
ENSG00000172209	GPR22	0	0	3	0	0	0	0	0
ENSG00000172215	CXCR6	15	0	0	0	0	0	2	0
ENSG00000172216	CEBPB	622	710	1038	1585	3815	5818	852	1227
ENSG00000172232	AZU1	0	22	81	148	150	166	3	0
ENSG00000172236	TPSAB1	0	0	6.869	11	0	0	0	0
ENSG00000172238	ATOH1	0	0	7	13	0	0	0	0
ENSG00000172239	PAIP1	3328.53	3211.933	4028.02	2584.76	6719.815	8640.745	9989.907	8371.945
ENSG00000172243	CLEC7A	0	0	16	9	0	0	24	35
ENSG00000172244	C5orf34	654	571	863.001	511	1607	2054.999	870.999	995.001
ENSG00000172247	C1QTNF4	0	0	426	429	0	0	0	4
ENSG00000172250	SERHL	0	10.413	377.42	174.548	343.642	465.416	11.193	1
ENSG00000172260	NEGR1	0	0	143	84	0	0	215	262
ENSG00000172262	ZNF131	2866	2407.999	2716	1731	4612	6642.999	6014	5346
ENSG00000172264	MACROD2	409	382	52	46	0	0	716.001	648
ENSG00000172269	DPAGT1	2771	2691.999	18959	14987.999	3964	4594.998	10870.001	11751
ENSG00000172270	BSG	10060	13523	101189.999	108505	14692	24127	10954	19408.999
ENSG00000172273	HINFP	1782	1691.999	3680	3024.001	1859	2172.999	2713	2680.999
ENSG00000172283	PRYP4	0	0	0	0	0	0	0	0
ENSG00000172288	CDY1	0	0	0	0	0	0	0	0
ENSG00000172289	OR10V1	0	0	0	0	0	0	0	0
ENSG00000172292	CERS6	3220	3074	3232	1726	2132	2501	6224	5799
ENSG00000172294	CSPG4P4Y	0	0	0	0	0	0	0	0
ENSG00000172296	SPTLC3	6	0	34	12	0	0	122	145
ENSG00000172297	GOLGA2P3Y	0	0	0	0	0	0	0	0
ENSG00000172301	COPRS	1348	1558	2057	1385	2057	2774.001	1062.999	1316
ENSG00000172315	TP53RK	2606	2411	1851	1670	2778	2804	2366	2003
ENSG00000172318	B3GALT1	0	1	3121	1689	0	0	29	23
ENSG00000172320	OR5A1	0	0	1	2	0	0	0	0
ENSG00000172322	CLEC12A	1	0	0	0	0	0	1	0
ENSG00000172324	OR5A2	0	0	0	0	0	0	0	0
ENSG00000172331	BPGM	1097.999	725	1064	523	1220	1828	716	701
ENSG00000172332	AC012005.2	0	0	1	1	0	0	1	4
ENSG00000172336	POP7	3898	4419	5869	6466	6127	6432	1287	1973
ENSG00000172339	ALG14	780	774	557.967	316	494	587	401	416
ENSG00000172340	SUCLG2	3690.991	2771.991	1924.963	1036	2751.999	3534	4825.467	4513.973
ENSG00000172342	CSPG4P3Y	0	0	0	0	0	0	0	0
ENSG00000172345	STARD5	724.001	585	1091	953.001	295.999	326.001	594	695
ENSG00000172346	CSDC2	0	0	384	510	11	0	0	0
ENSG00000172348	RCAN2	0	0	1060	661	0	0	43	9
ENSG00000172349	IL16	6822.999	6614.001	10	6	2271.999	3070.001	42	40
ENSG00000172350	ABCG4	0	4	418	541	6	3	16	9
ENSG00000172352	CDY1B	0	0	0	0	0	0	0	0
ENSG00000172354	GNB2	6881.998	8181	16432.999	20285	10264	13010	8411.001	11775.381
ENSG00000172361	CCDC11	10	1	12	4	156	169	86	59
ENSG00000172362	OR5B12	0	0	2	0	0	9	0	0
ENSG00000172365	OR5B2	0	0	3	3	0	0	0	0
ENSG00000172366	FAM195A	3022	3771	3535	3519	3842	4540.999	337	563.999
ENSG00000172367	PDZD3	0	1	6	4	0	0	0	0
ENSG00000172375	C2CD2L	1363	1610.001	517.001	622.999	3600	4847	1471.001	1904.001
ENSG00000172377	OR9I1	0	0	0	0	0	0	0	0
ENSG00000172379	ARNT2	1	0	4104	3801.001	0	0	4953.001	4730.999
ENSG00000172380	GNG12	58	54	3342	1430	572	729	8990	7033
ENSG00000172381	OR6Q1	0	0	0	0	0	0	0	0
ENSG00000172382	PRSS27	97.001	69.999	550.999	647	9	1	152	220
ENSG00000172399	MYOZ2	0	0	0	0	0	0	5	6
ENSG00000172403	SYNPO2	6	15	168	153	0	0	304	226
ENSG00000172404	DNAJB7	0	0	0	0	0	0	0	0
ENSG00000172409	CLP1	1560	1475.999	2696	1722.999	1730	1974.001	898.001	896
ENSG00000172410	INSL5	0	0	0	0	0	0	1	0
ENSG00000172421	EFCAB3	0	0	0	0	0	0	1	1
ENSG00000172425	TTC36	15	7	1	10	17	8	2	5
ENSG00000172426	RSPH9	0	7	31	31	0	0	1	0
ENSG00000172428	MYEOV2	3938	4282.001	2435.999	2594	2715	2850.999	2132	2873.999
ENSG00000172432	GTPBP2	4322	4437.999	10264.999	9997.001	13321.999	18729	4294.001	4504
ENSG00000172456	FGGY	280.001	256	585.999	456.001	387	527	566.001	519.001
ENSG00000172457	OR9G4	0	0	0	0	0	0	0	0
ENSG00000172458	IL17D	39	65	69	62	6	2	141	169
ENSG00000172459	OR5AR1	0	0	6	1	0	0	0	0
ENSG00000172460	PRSS30P	168	193	39	72	35	4	7	5
ENSG00000172461	FUT9	0	0	746	420	0	0	3042	3010
ENSG00000172464	OR5AP2	0	0	0	0	0	0	0	0
ENSG00000172465	TCEAL1	713	620	243	159	123	270.001	2890.802	3274
ENSG00000172466	ZNF24	4340	3858	5563	2844.999	9840	13314.001	10846	9057.999
ENSG00000172468	HSFY1	0	0	0	0	0	0	0	0
ENSG00000172469	MANEA	1421	1146	667	303	1290	1243.999	1314	1305
ENSG00000172476	RAB40A	36.423	10.961	27.019	34.099	15	9	27.132	15.277
ENSG00000172478	C2orf54	0	0	12	8	2	4	622	523
ENSG00000172482	AGXT	0	0	3	0	0	0	4	6
ENSG00000172487	OR8J1	0	0	0	0	0	0	0	0
ENSG00000172489	OR5T3	0	0	0	0	0	0	0	0
ENSG00000172493	AFF1	7596	7836.999	7987.001	6835	6081.999	7838	4752.001	4377
ENSG00000172497	ACOT12	0	0	26	15	0	3	4	2
ENSG00000172500	FIBP	7168.001	7650	7922.999	7207.998	3216.001	3663	4891	6250.001
ENSG00000172508	CARNS1	25	52	229	243	12	6	73	109
ENSG00000172519	OR10H5	0	0	0	0	0	0	1	0
ENSG00000172530	BANP	676.001	763.926	2765.931	2708.98	1013.001	1004.99	963.597	1469.94
ENSG00000172531	PPP1CA	18926.999	20539	25867	26904.001	11557	13591	15161.999	21122
ENSG00000172534	HCFC1	9617	14465.999	10117.001	18306.999	13012.999	16323	6700.999	8118
ENSG00000172538	FAM170B	0	1	0	0	7	14	0	0
ENSG00000172543	CTSW	173	90	0	1	0	0	1	4
ENSG00000172548	NIPAL4	672	674.001	17	11	0	0	2	0
ENSG00000172551	MUCL1	0	0	0	0	0	0	98	74
ENSG00000172554	SNTG2	0	0	564.999	581	0	0	4	1
ENSG00000172568	FNDC9	0	5	1	0	0	0	0	0
ENSG00000172572	PDE3A	443	439	729	403	0	0	9	9
ENSG00000172575	RASGRP1	3817.001	3356	334	194	31	62	15653.001	13184
ENSG00000172578	KLHL6	7228	6651	13	21	483	538.001	0	3
